"from_airport";"to_airport";"departure_time";"arrival_time";"flight_number";"price"
"Vienna";"Milan";2017-10-15 11:28:00;2017-10-15 13:58:00;"FN299";4257
"Prague";"London";2017-10-16 17:56:00;2017-10-16 20:26:00;"FN297";14745
"Vienna";"London";2017-10-16 15:37:00;2017-10-16 18:07:00;"FN367";3660
"Milan";"London";2017-10-16 13:29:00;2017-10-16 15:59:00;"FN373";6835
"London";"Prague";2017-10-16 14:35:00;2017-10-16 17:05:00;"FN277";10825
"Vienna";"Prague";2017-10-16 21:59:00;2017-10-17 00:29:00;"FN310";16437
"Milan";"Prague";2017-10-16 10:07:00;2017-10-16 12:37:00;"FN267";10239
"London";"Vienna";2017-10-16 06:52:00;2017-10-16 09:22:00;"FN338";9035
"Prague";"Vienna";2017-10-16 12:31:00;2017-10-16 15:01:00;"FN389";3782
"Milan";"Vienna";2017-10-16 18:18:00;2017-10-16 20:48:00;"FN343";2424
"London";"Milan";2017-10-16 20:45:00;2017-10-16 23:15:00;"FN356";5196
"Prague";"Milan";2017-10-16 08:16:00;2017-10-16 10:46:00;"FN363";7623
"Vienna";"Milan";2017-10-16 11:28:00;2017-10-16 13:58:00;"FN299";3473
"Prague";"London";2017-10-17 17:56:00;2017-10-17 20:26:00;"FN297";13891
"Vienna";"London";2017-10-17 15:37:00;2017-10-17 18:07:00;"FN367";2389
"Milan";"London";2017-10-17 13:29:00;2017-10-17 15:59:00;"FN373";8441
"London";"Prague";2017-10-17 14:35:00;2017-10-17 17:05:00;"FN277";9211
"Vienna";"Prague";2017-10-17 21:59:00;2017-10-18 00:29:00;"FN310";8370
"Milan";"Prague";2017-10-17 10:07:00;2017-10-17 12:37:00;"FN267";17042
"London";"Vienna";2017-10-17 06:52:00;2017-10-17 09:22:00;"FN338";4618
"Prague";"Vienna";2017-10-17 12:31:00;2017-10-17 15:01:00;"FN389";12719
"Milan";"Vienna";2017-10-17 18:18:00;2017-10-17 20:48:00;"FN343";4059
"London";"Milan";2017-10-17 20:45:00;2017-10-17 23:15:00;"FN356";7291
"Prague";"Milan";2017-10-17 08:16:00;2017-10-17 10:46:00;"FN363";3620
"Vienna";"Milan";2017-10-17 11:28:00;2017-10-17 13:58:00;"FN299";9559
"Prague";"London";2017-10-18 17:56:00;2017-10-18 20:26:00;"FN297";7139
"Vienna";"London";2017-10-18 15:37:00;2017-10-18 18:07:00;"FN367";11371
"Milan";"London";2017-10-18 13:29:00;2017-10-18 15:59:00;"FN373";2891
"London";"Prague";2017-10-18 14:35:00;2017-10-18 17:05:00;"FN277";12996
"Vienna";"Prague";2017-10-18 21:59:00;2017-10-19 00:29:00;"FN310";7404
"Milan";"Prague";2017-10-18 10:07:00;2017-10-18 12:37:00;"FN267";7654
"London";"Vienna";2017-10-18 06:52:00;2017-10-18 09:22:00;"FN338";10738
"Prague";"Vienna";2017-10-18 12:31:00;2017-10-18 15:01:00;"FN389";4793
"Milan";"Vienna";2017-10-18 18:18:00;2017-10-18 20:48:00;"FN343";4651
"London";"Milan";2017-10-18 20:45:00;2017-10-18 23:15:00;"FN356";10976
"Prague";"Milan";2017-10-18 08:16:00;2017-10-18 10:46:00;"FN363";11687
"Vienna";"Milan";2017-10-18 11:28:00;2017-10-18 13:58:00;"FN299";3045
"Prague";"London";2017-10-19 17:56:00;2017-10-19 20:26:00;"FN297";3607
"Vienna";"London";2017-10-19 15:37:00;2017-10-19 18:07:00;"FN367";7592
"Milan";"London";2017-10-19 13:29:00;2017-10-19 15:59:00;"FN373";8394
"London";"Prague";2017-10-19 14:35:00;2017-10-19 17:05:00;"FN277";7112
"Vienna";"Prague";2017-10-19 21:59:00;2017-10-20 00:29:00;"FN310";11908
"Milan";"Prague";2017-10-19 10:07:00;2017-10-19 12:37:00;"FN267";8352
"London";"Vienna";2017-10-19 06:52:00;2017-10-19 09:22:00;"FN338";4321
"Prague";"Vienna";2017-10-19 12:31:00;2017-10-19 15:01:00;"FN389";3924
"Milan";"Vienna";2017-10-19 18:18:00;2017-10-19 20:48:00;"FN343";8419
"London";"Milan";2017-10-19 20:45:00;2017-10-19 23:15:00;"FN356";4997
"Prague";"Milan";2017-10-19 08:16:00;2017-10-19 10:46:00;"FN363";6395
"Vienna";"Milan";2017-10-19 11:28:00;2017-10-19 13:58:00;"FN299";11777
"Prague";"London";2017-10-20 17:56:00;2017-10-20 20:26:00;"FN297";11918
"Vienna";"London";2017-10-20 15:37:00;2017-10-20 18:07:00;"FN367";6970
"Milan";"London";2017-10-20 13:29:00;2017-10-20 15:59:00;"FN373";17172
"London";"Prague";2017-10-20 14:35:00;2017-10-20 17:05:00;"FN277";3962
"Vienna";"Prague";2017-10-20 21:59:00;2017-10-21 00:29:00;"FN310";21842
"Milan";"Prague";2017-10-20 10:07:00;2017-10-20 12:37:00;"FN267";3912
"London";"Vienna";2017-10-20 06:52:00;2017-10-20 09:22:00;"FN338";10603
"Prague";"Vienna";2017-10-20 12:31:00;2017-10-20 15:01:00;"FN389";4443
"Milan";"Vienna";2017-10-20 18:18:00;2017-10-20 20:48:00;"FN343";3317
"London";"Milan";2017-10-20 20:45:00;2017-10-20 23:15:00;"FN356";2026
"Prague";"Milan";2017-10-20 08:16:00;2017-10-20 10:46:00;"FN363";14320
"Vienna";"Milan";2017-10-20 11:28:00;2017-10-20 13:58:00;"FN299";3231
"Prague";"London";2017-10-21 17:56:00;2017-10-21 20:26:00;"FN297";1161
"Vienna";"London";2017-10-21 15:37:00;2017-10-21 18:07:00;"FN367";10275
"Milan";"London";2017-10-21 13:29:00;2017-10-21 15:59:00;"FN373";17397
"London";"Prague";2017-10-21 14:35:00;2017-10-21 17:05:00;"FN277";5720
"Vienna";"Prague";2017-10-21 21:59:00;2017-10-22 00:29:00;"FN310";7287
"Milan";"Prague";2017-10-21 10:07:00;2017-10-21 12:37:00;"FN267";3959
"London";"Vienna";2017-10-21 06:52:00;2017-10-21 09:22:00;"FN338";12673
"Prague";"Vienna";2017-10-21 12:31:00;2017-10-21 15:01:00;"FN389";4253
"Milan";"Vienna";2017-10-21 18:18:00;2017-10-21 20:48:00;"FN343";3840
"London";"Milan";2017-10-21 20:45:00;2017-10-21 23:15:00;"FN356";10125
"Prague";"Milan";2017-10-21 08:16:00;2017-10-21 10:46:00;"FN363";11134
"Vienna";"Milan";2017-10-21 11:28:00;2017-10-21 13:58:00;"FN299";2476
"Prague";"London";2017-10-22 17:56:00;2017-10-22 20:26:00;"FN297";10752
"Vienna";"London";2017-10-22 15:37:00;2017-10-22 18:07:00;"FN367";6846
"Milan";"London";2017-10-22 13:29:00;2017-10-22 15:59:00;"FN373";7786
"London";"Prague";2017-10-22 14:35:00;2017-10-22 17:05:00;"FN277";4970
"Vienna";"Prague";2017-10-22 21:59:00;2017-10-23 00:29:00;"FN310";5494
"Milan";"Prague";2017-10-22 10:07:00;2017-10-22 12:37:00;"FN267";10151
"London";"Vienna";2017-10-22 06:52:00;2017-10-22 09:22:00;"FN338";5572
"Prague";"Vienna";2017-10-22 12:31:00;2017-10-22 15:01:00;"FN389";4817
"Milan";"Vienna";2017-10-22 18:18:00;2017-10-22 20:48:00;"FN343";9208
"London";"Milan";2017-10-22 20:45:00;2017-10-22 23:15:00;"FN356";3711
"Prague";"Milan";2017-10-22 08:16:00;2017-10-22 10:46:00;"FN363";5246
"Vienna";"Milan";2017-10-22 11:28:00;2017-10-22 13:58:00;"FN299";11406
"Prague";"London";2017-10-23 17:56:00;2017-10-23 20:26:00;"FN297";5089
"Vienna";"London";2017-10-23 15:37:00;2017-10-23 18:07:00;"FN367";15726
"Milan";"London";2017-10-23 13:29:00;2017-10-23 15:59:00;"FN373";16821
"London";"Prague";2017-10-23 14:35:00;2017-10-23 17:05:00;"FN277";10302
"Vienna";"Prague";2017-10-23 21:59:00;2017-10-24 00:29:00;"FN310";5760
"Milan";"Prague";2017-10-23 10:07:00;2017-10-23 12:37:00;"FN267";5766
"London";"Vienna";2017-10-23 06:52:00;2017-10-23 09:22:00;"FN338";11563
"Prague";"Vienna";2017-10-23 12:31:00;2017-10-23 15:01:00;"FN389";8134
"Milan";"Vienna";2017-10-23 18:18:00;2017-10-23 20:48:00;"FN343";2988
"London";"Milan";2017-10-23 20:45:00;2017-10-23 23:15:00;"FN356";8683
"Prague";"Milan";2017-10-23 08:16:00;2017-10-23 10:46:00;"FN363";1892
"Vienna";"Milan";2017-10-23 11:28:00;2017-10-23 13:58:00;"FN299";12028
"Prague";"London";2017-10-24 17:56:00;2017-10-24 20:26:00;"FN297";8305
"Vienna";"London";2017-10-24 15:37:00;2017-10-24 18:07:00;"FN367";2593
"Milan";"London";2017-10-24 13:29:00;2017-10-24 15:59:00;"FN373";2891
"London";"Prague";2017-10-24 14:35:00;2017-10-24 17:05:00;"FN277";6464
"Vienna";"Prague";2017-10-24 21:59:00;2017-10-25 00:29:00;"FN310";5694
"Milan";"Prague";2017-10-24 10:07:00;2017-10-24 12:37:00;"FN267";3627
"London";"Vienna";2017-10-24 06:52:00;2017-10-24 09:22:00;"FN338";11414
"Prague";"Vienna";2017-10-24 12:31:00;2017-10-24 15:01:00;"FN389";5605
"Milan";"Vienna";2017-10-24 18:18:00;2017-10-24 20:48:00;"FN343";11641
"London";"Milan";2017-10-24 20:45:00;2017-10-24 23:15:00;"FN356";1352
"Prague";"Milan";2017-10-24 08:16:00;2017-10-24 10:46:00;"FN363";3116
"Vienna";"Milan";2017-10-24 11:28:00;2017-10-24 13:58:00;"FN299";3708
"Prague";"London";2017-10-25 17:56:00;2017-10-25 20:26:00;"FN297";3304
"Vienna";"London";2017-10-25 15:37:00;2017-10-25 18:07:00;"FN367";15741
"Milan";"London";2017-10-25 13:29:00;2017-10-25 15:59:00;"FN373";3694
"London";"Prague";2017-10-25 14:35:00;2017-10-25 17:05:00;"FN277";21117
"Vienna";"Prague";2017-10-25 21:59:00;2017-10-26 00:29:00;"FN310";5021
"Milan";"Prague";2017-10-25 10:07:00;2017-10-25 12:37:00;"FN267";4097
"London";"Vienna";2017-10-25 06:52:00;2017-10-25 09:22:00;"FN338";6755
"Prague";"Vienna";2017-10-25 12:31:00;2017-10-25 15:01:00;"FN389";21906
"Milan";"Vienna";2017-10-25 18:18:00;2017-10-25 20:48:00;"FN343";4906
"London";"Milan";2017-10-25 20:45:00;2017-10-25 23:15:00;"FN356";6052
"Prague";"Milan";2017-10-25 08:16:00;2017-10-25 10:46:00;"FN363";4734
"Vienna";"Milan";2017-10-25 11:28:00;2017-10-25 13:58:00;"FN299";3473
"Prague";"London";2017-10-26 17:56:00;2017-10-26 20:26:00;"FN297";3437
"Vienna";"London";2017-10-26 15:37:00;2017-10-26 18:07:00;"FN367";5122
"Milan";"London";2017-10-26 13:29:00;2017-10-26 15:59:00;"FN373";3971
"London";"Prague";2017-10-26 14:35:00;2017-10-26 17:05:00;"FN277";4270
"Vienna";"Prague";2017-10-26 21:59:00;2017-10-27 00:29:00;"FN310";6833
"Milan";"Prague";2017-10-26 10:07:00;2017-10-26 12:37:00;"FN267";1715
"London";"Vienna";2017-10-26 06:52:00;2017-10-26 09:22:00;"FN338";4814
"Prague";"Vienna";2017-10-26 12:31:00;2017-10-26 15:01:00;"FN389";3742
"Milan";"Vienna";2017-10-26 18:18:00;2017-10-26 20:48:00;"FN343";8304
"London";"Milan";2017-10-26 20:45:00;2017-10-26 23:15:00;"FN356";1631
"Prague";"Milan";2017-10-26 08:16:00;2017-10-26 10:46:00;"FN363";6141
"Vienna";"Milan";2017-10-26 11:28:00;2017-10-26 13:58:00;"FN299";3936
"Prague";"London";2017-10-27 17:56:00;2017-10-27 20:26:00;"FN297";15748
"Vienna";"London";2017-10-27 15:37:00;2017-10-27 18:07:00;"FN367";4760
"Milan";"London";2017-10-27 13:29:00;2017-10-27 15:59:00;"FN373";4111
"London";"Prague";2017-10-27 14:35:00;2017-10-27 17:05:00;"FN277";5490
"Vienna";"Prague";2017-10-27 21:59:00;2017-10-28 00:29:00;"FN310";18597
"Milan";"Prague";2017-10-27 10:07:00;2017-10-27 12:37:00;"FN267";3386
"London";"Vienna";2017-10-27 06:52:00;2017-10-27 09:22:00;"FN338";1991
"Prague";"Vienna";2017-10-27 12:31:00;2017-10-27 15:01:00;"FN389";9765
"Milan";"Vienna";2017-10-27 18:18:00;2017-10-27 20:48:00;"FN343";9430
"London";"Milan";2017-10-27 20:45:00;2017-10-27 23:15:00;"FN356";13182
"Prague";"Milan";2017-10-27 08:16:00;2017-10-27 10:46:00;"FN363";12037
"Vienna";"Milan";2017-10-27 11:28:00;2017-10-27 13:58:00;"FN299";10921
"Prague";"London";2017-10-28 17:56:00;2017-10-28 20:26:00;"FN297";12007
"Vienna";"London";2017-10-28 15:37:00;2017-10-28 18:07:00;"FN367";3927
"Milan";"London";2017-10-28 13:29:00;2017-10-28 15:59:00;"FN373";14986
"London";"Prague";2017-10-28 14:35:00;2017-10-28 17:05:00;"FN277";9171
"Vienna";"Prague";2017-10-28 21:59:00;2017-10-29 00:29:00;"FN310";7853
"Milan";"Prague";2017-10-28 10:07:00;2017-10-28 12:37:00;"FN267";4187
"London";"Vienna";2017-10-28 06:52:00;2017-10-28 09:22:00;"FN338";16147
"Prague";"Vienna";2017-10-28 12:31:00;2017-10-28 15:01:00;"FN389";11741
"Milan";"Vienna";2017-10-28 18:18:00;2017-10-28 20:48:00;"FN343";8060
"London";"Milan";2017-10-28 20:45:00;2017-10-28 23:15:00;"FN356";8022
"Prague";"Milan";2017-10-28 08:16:00;2017-10-28 10:46:00;"FN363";4679
"Vienna";"Milan";2017-10-28 11:28:00;2017-10-28 13:58:00;"FN299";15789
"Prague";"London";2017-10-29 16:56:00;2017-10-29 19:26:00;"FN297";6497
"Vienna";"London";2017-10-29 14:37:00;2017-10-29 17:07:00;"FN367";3750
"Milan";"London";2017-10-29 12:29:00;2017-10-29 14:59:00;"FN373";6953
"London";"Prague";2017-10-29 13:35:00;2017-10-29 16:05:00;"FN277";5620
"Vienna";"Prague";2017-10-29 20:59:00;2017-10-29 23:29:00;"FN310";8242
"Milan";"Prague";2017-10-29 09:07:00;2017-10-29 11:37:00;"FN267";3241
"London";"Vienna";2017-10-29 05:52:00;2017-10-29 08:22:00;"FN338";3680
"Prague";"Vienna";2017-10-29 11:31:00;2017-10-29 14:01:00;"FN389";17122
"Milan";"Vienna";2017-10-29 17:18:00;2017-10-29 19:48:00;"FN343";5185
"London";"Milan";2017-10-29 19:45:00;2017-10-29 22:15:00;"FN356";4658
"Prague";"Milan";2017-10-29 07:16:00;2017-10-29 09:46:00;"FN363";1660
"Vienna";"Milan";2017-10-29 10:28:00;2017-10-29 12:58:00;"FN299";3833
"Prague";"London";2017-10-30 16:56:00;2017-10-30 19:26:00;"FN297";4595
"Vienna";"London";2017-10-30 14:37:00;2017-10-30 17:07:00;"FN367";15843
"Milan";"London";2017-10-30 12:29:00;2017-10-30 14:59:00;"FN373";19098
"London";"Prague";2017-10-30 13:35:00;2017-10-30 16:05:00;"FN277";3521
"Vienna";"Prague";2017-10-30 20:59:00;2017-10-30 23:29:00;"FN310";11382
"Milan";"Prague";2017-10-30 09:07:00;2017-10-30 11:37:00;"FN267";14212
"London";"Vienna";2017-10-30 05:52:00;2017-10-30 08:22:00;"FN338";5715
"Prague";"Vienna";2017-10-30 11:31:00;2017-10-30 14:01:00;"FN389";3493
"Milan";"Vienna";2017-10-30 17:18:00;2017-10-30 19:48:00;"FN343";20850
"London";"Milan";2017-10-30 19:45:00;2017-10-30 22:15:00;"FN356";7357
"Prague";"Milan";2017-10-30 07:16:00;2017-10-30 09:46:00;"FN363";3684
"Vienna";"Milan";2017-10-30 10:28:00;2017-10-30 12:58:00;"FN299";4072
"Prague";"London";2017-10-31 16:56:00;2017-10-31 19:26:00;"FN297";18216
"Vienna";"London";2017-10-31 14:37:00;2017-10-31 17:07:00;"FN367";7170
"Milan";"London";2017-10-31 12:29:00;2017-10-31 14:59:00;"FN373";8908
"London";"Prague";2017-10-31 13:35:00;2017-10-31 16:05:00;"FN277";11432
"Vienna";"Prague";2017-10-31 20:59:00;2017-10-31 23:29:00;"FN310";2174
"Milan";"Prague";2017-10-31 09:07:00;2017-10-31 11:37:00;"FN267";3346
"London";"Vienna";2017-10-31 05:52:00;2017-10-31 08:22:00;"FN338";5351
"Prague";"Vienna";2017-10-31 11:31:00;2017-10-31 14:01:00;"FN389";18292
"Milan";"Vienna";2017-10-31 17:18:00;2017-10-31 19:48:00;"FN343";11661
"London";"Milan";2017-10-31 19:45:00;2017-10-31 22:15:00;"FN356";2719
"Prague";"Milan";2017-10-31 07:16:00;2017-10-31 09:46:00;"FN363";7900
"Vienna";"Milan";2017-10-31 10:28:00;2017-10-31 12:58:00;"FN299";1977
"Prague";"London";2017-11-01 16:56:00;2017-11-01 19:26:00;"FN297";3575
"Vienna";"London";2017-11-01 14:37:00;2017-11-01 17:07:00;"FN367";4630
"Milan";"London";2017-11-01 12:29:00;2017-11-01 14:59:00;"FN373";14168
"London";"Prague";2017-11-01 13:35:00;2017-11-01 16:05:00;"FN277";7070
"Vienna";"Prague";2017-11-01 20:59:00;2017-11-01 23:29:00;"FN310";7857
"Milan";"Prague";2017-11-01 09:07:00;2017-11-01 11:37:00;"FN267";6021
"London";"Vienna";2017-11-01 05:52:00;2017-11-01 08:22:00;"FN338";13409
"Prague";"Vienna";2017-11-01 11:31:00;2017-11-01 14:01:00;"FN389";12806
"Milan";"Vienna";2017-11-01 17:18:00;2017-11-01 19:48:00;"FN343";6851
"London";"Milan";2017-11-01 19:45:00;2017-11-01 22:15:00;"FN356";5530
"Prague";"Milan";2017-11-01 07:16:00;2017-11-01 09:46:00;"FN363";10641
"Vienna";"Milan";2017-11-01 10:28:00;2017-11-01 12:58:00;"FN299";4960
"Prague";"London";2017-11-02 16:56:00;2017-11-02 19:26:00;"FN297";18232
"Vienna";"London";2017-11-02 14:37:00;2017-11-02 17:07:00;"FN367";5986
"Milan";"London";2017-11-02 12:29:00;2017-11-02 14:59:00;"FN373";12736
"London";"Prague";2017-11-02 13:35:00;2017-11-02 16:05:00;"FN277";7045
"Vienna";"Prague";2017-11-02 20:59:00;2017-11-02 23:29:00;"FN310";9969
"Milan";"Prague";2017-11-02 09:07:00;2017-11-02 11:37:00;"FN267";18465
"London";"Vienna";2017-11-02 05:52:00;2017-11-02 08:22:00;"FN338";9682
"Prague";"Vienna";2017-11-02 11:31:00;2017-11-02 14:01:00;"FN389";11221
"Milan";"Vienna";2017-11-02 17:18:00;2017-11-02 19:48:00;"FN343";19741
"London";"Milan";2017-11-02 19:45:00;2017-11-02 22:15:00;"FN356";13793
"Prague";"Milan";2017-11-02 07:16:00;2017-11-02 09:46:00;"FN363";23009
"Vienna";"Milan";2017-11-02 10:28:00;2017-11-02 12:58:00;"FN299";8338
"Prague";"London";2017-11-03 16:56:00;2017-11-03 19:26:00;"FN297";15910
"Vienna";"London";2017-11-03 14:37:00;2017-11-03 17:07:00;"FN367";8202
"Milan";"London";2017-11-03 12:29:00;2017-11-03 14:59:00;"FN373";7814
"London";"Prague";2017-11-03 13:35:00;2017-11-03 16:05:00;"FN277";15411
"Vienna";"Prague";2017-11-03 20:59:00;2017-11-03 23:29:00;"FN310";2360
"Milan";"Prague";2017-11-03 09:07:00;2017-11-03 11:37:00;"FN267";4179
"London";"Vienna";2017-11-03 05:52:00;2017-11-03 08:22:00;"FN338";14020
"Prague";"Vienna";2017-11-03 11:31:00;2017-11-03 14:01:00;"FN389";7264
"Milan";"Vienna";2017-11-03 17:18:00;2017-11-03 19:48:00;"FN343";6394
"London";"Milan";2017-11-03 19:45:00;2017-11-03 22:15:00;"FN356";8314
"Prague";"Milan";2017-11-03 07:16:00;2017-11-03 09:46:00;"FN363";6105
"Vienna";"Milan";2017-11-03 10:28:00;2017-11-03 12:58:00;"FN299";5639
"Prague";"London";2017-11-04 16:56:00;2017-11-04 19:26:00;"FN297";11277
"Vienna";"London";2017-11-04 14:37:00;2017-11-04 17:07:00;"FN367";15650
"Milan";"London";2017-11-04 12:29:00;2017-11-04 14:59:00;"FN373";11540
"London";"Prague";2017-11-04 13:35:00;2017-11-04 16:05:00;"FN277";6212
"Vienna";"Prague";2017-11-04 20:59:00;2017-11-04 23:29:00;"FN310";5583
"Milan";"Prague";2017-11-04 09:07:00;2017-11-04 11:37:00;"FN267";5634
"London";"Vienna";2017-11-04 05:52:00;2017-11-04 08:22:00;"FN338";9353
"Prague";"Vienna";2017-11-04 11:31:00;2017-11-04 14:01:00;"FN389";10257
"Milan";"Vienna";2017-11-04 17:18:00;2017-11-04 19:48:00;"FN343";12935
"London";"Milan";2017-11-04 19:45:00;2017-11-04 22:15:00;"FN356";4818
"Prague";"Milan";2017-11-04 07:16:00;2017-11-04 09:46:00;"FN363";7401
"Vienna";"Milan";2017-11-04 10:28:00;2017-11-04 12:58:00;"FN299";7789
"Prague";"London";2017-11-05 16:56:00;2017-11-05 19:26:00;"FN297";2448
"Vienna";"London";2017-11-05 14:37:00;2017-11-05 17:07:00;"FN367";10314
"Milan";"London";2017-11-05 12:29:00;2017-11-05 14:59:00;"FN373";2078
"London";"Prague";2017-11-05 13:35:00;2017-11-05 16:05:00;"FN277";6377
"Vienna";"Prague";2017-11-05 20:59:00;2017-11-05 23:29:00;"FN310";5175
"Milan";"Prague";2017-11-05 09:07:00;2017-11-05 11:37:00;"FN267";20172
"London";"Vienna";2017-11-05 05:52:00;2017-11-05 08:22:00;"FN338";10152
"Prague";"Vienna";2017-11-05 11:31:00;2017-11-05 14:01:00;"FN389";1389
"Milan";"Vienna";2017-11-05 17:18:00;2017-11-05 19:48:00;"FN343";4239
"London";"Milan";2017-11-05 19:45:00;2017-11-05 22:15:00;"FN356";5780
"Prague";"Milan";2017-11-05 07:16:00;2017-11-05 09:46:00;"FN363";9581
"Vienna";"Milan";2017-11-05 10:28:00;2017-11-05 12:58:00;"FN299";20936
"Prague";"London";2017-11-06 16:56:00;2017-11-06 19:26:00;"FN297";8162
"Vienna";"London";2017-11-06 14:37:00;2017-11-06 17:07:00;"FN367";3885
"Milan";"London";2017-11-06 12:29:00;2017-11-06 14:59:00;"FN373";8285
"London";"Prague";2017-11-06 13:35:00;2017-11-06 16:05:00;"FN277";8669
"Vienna";"Prague";2017-11-06 20:59:00;2017-11-06 23:29:00;"FN310";18422
"Milan";"Prague";2017-11-06 09:07:00;2017-11-06 11:37:00;"FN267";13006
"London";"Vienna";2017-11-06 05:52:00;2017-11-06 08:22:00;"FN338";3248
"Prague";"Vienna";2017-11-06 11:31:00;2017-11-06 14:01:00;"FN389";12886
"Milan";"Vienna";2017-11-06 17:18:00;2017-11-06 19:48:00;"FN343";1523
"London";"Milan";2017-11-06 19:45:00;2017-11-06 22:15:00;"FN356";8785
"Prague";"Milan";2017-11-06 07:16:00;2017-11-06 09:46:00;"FN363";12859
"Vienna";"Milan";2017-11-06 10:28:00;2017-11-06 12:58:00;"FN299";7706
"Prague";"London";2017-11-07 16:56:00;2017-11-07 19:26:00;"FN297";7853
"Vienna";"London";2017-11-07 14:37:00;2017-11-07 17:07:00;"FN367";3028
"Milan";"London";2017-11-07 12:29:00;2017-11-07 14:59:00;"FN373";9056
"London";"Prague";2017-11-07 13:35:00;2017-11-07 16:05:00;"FN277";2710
"Vienna";"Prague";2017-11-07 20:59:00;2017-11-07 23:29:00;"FN310";15079
"Milan";"Prague";2017-11-07 09:07:00;2017-11-07 11:37:00;"FN267";6278
"London";"Vienna";2017-11-07 05:52:00;2017-11-07 08:22:00;"FN338";6753
"Prague";"Vienna";2017-11-07 11:31:00;2017-11-07 14:01:00;"FN389";13949
"Milan";"Vienna";2017-11-07 17:18:00;2017-11-07 19:48:00;"FN343";5365
"London";"Milan";2017-11-07 19:45:00;2017-11-07 22:15:00;"FN356";10840
"Prague";"Milan";2017-11-07 07:16:00;2017-11-07 09:46:00;"FN363";7664
"Vienna";"Milan";2017-11-07 10:28:00;2017-11-07 12:58:00;"FN299";4303
"Prague";"London";2017-11-08 16:56:00;2017-11-08 19:26:00;"FN297";2657
"Vienna";"London";2017-11-08 14:37:00;2017-11-08 17:07:00;"FN367";8048
"Milan";"London";2017-11-08 12:29:00;2017-11-08 14:59:00;"FN373";10135
"London";"Prague";2017-11-08 13:35:00;2017-11-08 16:05:00;"FN277";6611
"Vienna";"Prague";2017-11-08 20:59:00;2017-11-08 23:29:00;"FN310";4480
"Milan";"Prague";2017-11-08 09:07:00;2017-11-08 11:37:00;"FN267";7007
"London";"Vienna";2017-11-08 05:52:00;2017-11-08 08:22:00;"FN338";9682
"Prague";"Vienna";2017-11-08 11:31:00;2017-11-08 14:01:00;"FN389";13782
"Milan";"Vienna";2017-11-08 17:18:00;2017-11-08 19:48:00;"FN343";6777
"London";"Milan";2017-11-08 19:45:00;2017-11-08 22:15:00;"FN356";5343
"Prague";"Milan";2017-11-08 07:16:00;2017-11-08 09:46:00;"FN363";7862
"Vienna";"Milan";2017-11-08 10:28:00;2017-11-08 12:58:00;"FN299";3720
"Prague";"London";2017-11-09 16:56:00;2017-11-09 19:26:00;"FN297";23619
"Vienna";"London";2017-11-09 14:37:00;2017-11-09 17:07:00;"FN367";5724
"Milan";"London";2017-11-09 12:29:00;2017-11-09 14:59:00;"FN373";4410
"London";"Prague";2017-11-09 13:35:00;2017-11-09 16:05:00;"FN277";4347
"Vienna";"Prague";2017-11-09 20:59:00;2017-11-09 23:29:00;"FN310";2314
"Milan";"Prague";2017-11-09 09:07:00;2017-11-09 11:37:00;"FN267";5332
"London";"Vienna";2017-11-09 05:52:00;2017-11-09 08:22:00;"FN338";4843
"Prague";"Vienna";2017-11-09 11:31:00;2017-11-09 14:01:00;"FN389";4185
"Milan";"Vienna";2017-11-09 17:18:00;2017-11-09 19:48:00;"FN343";19174
"London";"Milan";2017-11-09 19:45:00;2017-11-09 22:15:00;"FN356";9904
"Prague";"Milan";2017-11-09 07:16:00;2017-11-09 09:46:00;"FN363";4464
"Vienna";"Milan";2017-11-09 10:28:00;2017-11-09 12:58:00;"FN299";12683
"Prague";"London";2017-11-10 16:56:00;2017-11-10 19:26:00;"FN297";12069
"Vienna";"London";2017-11-10 14:37:00;2017-11-10 17:07:00;"FN367";5973
"Milan";"London";2017-11-10 12:29:00;2017-11-10 14:59:00;"FN373";3180
"London";"Prague";2017-11-10 13:35:00;2017-11-10 16:05:00;"FN277";9586
"Vienna";"Prague";2017-11-10 20:59:00;2017-11-10 23:29:00;"FN310";6086
"Milan";"Prague";2017-11-10 09:07:00;2017-11-10 11:37:00;"FN267";5283
"London";"Vienna";2017-11-10 05:52:00;2017-11-10 08:22:00;"FN338";10111
"Prague";"Vienna";2017-11-10 11:31:00;2017-11-10 14:01:00;"FN389";15736
"Milan";"Vienna";2017-11-10 17:18:00;2017-11-10 19:48:00;"FN343";12905
"London";"Milan";2017-11-10 19:45:00;2017-11-10 22:15:00;"FN356";4748
"Prague";"Milan";2017-11-10 07:16:00;2017-11-10 09:46:00;"FN363";7431
"Vienna";"Milan";2017-11-10 10:28:00;2017-11-10 12:58:00;"FN299";9217
"Prague";"London";2017-11-11 16:56:00;2017-11-11 19:26:00;"FN297";10149
"Vienna";"London";2017-11-11 14:37:00;2017-11-11 17:07:00;"FN367";5125
"Milan";"London";2017-11-11 12:29:00;2017-11-11 14:59:00;"FN373";6440
"London";"Prague";2017-11-11 13:35:00;2017-11-11 16:05:00;"FN277";16274
"Vienna";"Prague";2017-11-11 20:59:00;2017-11-11 23:29:00;"FN310";15357
"Milan";"Prague";2017-11-11 09:07:00;2017-11-11 11:37:00;"FN267";1689
"London";"Vienna";2017-11-11 05:52:00;2017-11-11 08:22:00;"FN338";7317
"Prague";"Vienna";2017-11-11 11:31:00;2017-11-11 14:01:00;"FN389";9631
